asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,condition,status
VH-CO-A24-0001,,,COT 3x6,Cot (Bed Frame),Furniture,2025-06-17 00:00:00+00:00,5950.0,good,allocated
VH-CH-A24-0004,,,,Chair,Furniture,,,good,allocated
VH-CH-A24-0003,,,,Chair,Furniture,,,good,allocated
VH-CH-A24-0002,,,,Chair,Furniture,,,good,allocated
VH-CH-A24-0001,,,,Chair,Furniture,,,good,allocated
VH-BS-A24-0003,,,,Bedside Table,Soft Furnishing,,,good,allocated
VH-BS-A24-0002,,,,Bedside Table,Soft Furnishing,,,good,allocated
VH-BS-A24-0001,,,,Bedside Table,Soft Furnishing,,,good,allocated
VH-AC-A24-0003,BCX0P9AM800068K,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,,,good,allocated
VH-AC-A24-0002,BCX0P9AM800007J,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,,,good,allocated
VH-AC-A24-0001,BCX0P9AM800059W,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,,,good,allocated
VH-WH-A23-0003,19070038603294,Venus,3P30,Water Heater,Electrical Systems,,,good,allocated
VH-WH-A23-0002,,,,Water Heater,Electrical Systems,,,good,allocated
VH-WH-A23-0001,19070038603297,Venus,3P30,Water Heater,Electrical Systems,,,good,allocated
VH-WM-A23-0001,05A05PBW204245T,,WA70BG4441BGTL,Washing Machine,Appliances,,,good,allocated
VH-ST-A23-0003,,,,Study Table,Furniture,,,good,allocated
VH-ST-A23-0002,,,,Study Table,Furniture,,,good,allocated
VH-ST-A23-0001,,,,Study Table,Furniture,,,good,allocated
VH-SF-A23-0001,,,,Sofa,Furniture,,,good,allocated
VH-SS-A23-0001,,,,Shoe Stand,Furniture,,,good,allocated
VH-RO-A23-0001,,Aqua Mars,,RO Water Purifier,Kitchen & Dining,2023-03-30 00:00:00+00:00,7000.0,good,allocated
VH-RF-A23-0001,,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,,,good,allocated
VH-MW-A23-0001,,Croma,CRM2025/2025081900243,Microwave Oven,Appliances,,,good,allocated
VH-MA-A23-0005,,,,Mattress,Furniture,,,new,allocated
VH-MA-A23-0004,,,,Mattress,Furniture,,,new,allocated
VH-MA-A23-0003,,,,Mattress,Furniture,,,new,allocated
VH-MA-A23-0002,,,,Mattress,Furniture,,,new,allocated
VH-MA-A23-0001,,,,Mattress,Furniture,,,new,allocated
VH-IS-A23-0001,LIH08249127796,Judge,Optima Plus,Induction Stove,Appliances,2025-05-05 00:00:00+00:00,1890.0,good,allocated
VH-FN-A23-0004,,,,Fan,Electrical Systems,,,good,allocated
VH-FN-A23-0003,,,,Fan,Electrical Systems,,,good,allocated
VH-FN-A23-0002,,,,Fan,Electrical Systems,,,good,allocated
VH-FN-A23-0001,,,,Fan,Electrical Systems,,,good,allocated
VH-DT-A23-0001,,,,Dining Table,Furniture,,,good,allocated
VH-CB-A23-0005,,,,Cupboard,Furniture,,,good,allocated
VH-CB-A23-0004,,,,Cupboard,Furniture,,,good,allocated
VH-CB-A23-0003,,,,Cupboard,Furniture,,,good,allocated
VH-CB-A23-0002,,,,Cupboard,Furniture,,,good,allocated
VH-CB-A23-0001,,,,Cupboard,Furniture,,,good,allocated
VH-CO-A23-0005,,,,Cot (Bed Frame),Furniture,,,good,allocated
VH-CO-A23-0004,,,,Cot (Bed Frame),Furniture,,,good,allocated
VH-CO-A23-0003,,,,Cot (Bed Frame),Furniture,,,good,allocated
VH-CO-A23-0002,,,,Cot (Bed Frame),Furniture,,,good,allocated
VH-CO-A23-0001,,,COT 3x6,Cot (Bed Frame),Furniture,2025-06-17 00:00:00+00:00,5950.0,good,allocated
VH-CH-A23-0005,,,,Chair,Furniture,,,good,allocated
VH-CH-A23-0004,,,,Chair,Furniture,,,good,allocated
VH-CH-A23-0003,,,,Chair,Furniture,,,good,allocated
VH-CH-A23-0002,,,,Chair,Furniture,,,good,allocated
VH-CH-A23-0001,,,,Chair,Furniture,,,good,allocated
VH-BS-A23-0001,,,,Bedside Table,Soft Furnishing,,,good,allocated
VH-AC-A23-0003,BCX0P9AM800050H,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,,,good,allocated
VH-AC-A23-0002,BCX0P9AM800031N,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,,,good,allocated
VH-AC-A23-0001,BCX0P9AM80071A,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,,,good,allocated
VH-WM-A22-0001,,,Samsung WA70A4002GS/TL 7kg Diamond Drum,Washing Machine,Appliances,2025-07-29 00:00:00+00:00,15290.0,good,allocated
VH-WD-A22-0005,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A22-0004,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A22-0003,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A22-0002,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A22-0001,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-ST-A22-0003,,,Study Table 3x6,Study Table,Furniture,2025-08-02 00:00:00+00:00,3150.0,good,allocated
VH-ST-A22-0002,,,Study Table 3x6,Study Table,Furniture,2025-08-02 00:00:00+00:00,3150.0,good,allocated
VH-ST-A22-0001,,,Study Table 3x6,Study Table,Furniture,2025-08-02 00:00:00+00:00,3150.0,good,allocated
VH-SF-A22-0001,,,Marvel Sofa,Sofa,Furniture,2025-08-04 00:00:00+00:00,7800.0,good,allocated
VH-RO-A22-0001,,,,RO Water Purifier,Kitchen & Dining,2025-08-10 00:00:00+00:00,7000.0,good,allocated
VH-RF-A22-0001,,,Samsung RT20C3X22S8/HL 183L 4★ Digital Inverter,Refrigerator,Appliances,2025-07-29 00:00:00+00:00,15290.0,good,allocated
VH-MW-A22-0001,,,Panasonic NN-ST26JMFDG 20L Silver,Microwave Oven,Appliances,2025-07-29 00:00:00+00:00,6289.0,good,allocated
VH-MA-A22-0005,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,good,allocated
VH-MA-A22-0004,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,good,allocated
VH-MA-A22-0003,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,good,allocated
VH-MA-A22-0002,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,good,allocated
VH-MA-A22-0001,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,good,allocated
VH-IS-A22-0001,MB50204B25003063,,,Induction Stove,Appliances,2025-08-08 00:00:00+00:00,1890.0,good,allocated
VH-DT-A22-0001,,,Dining Table,Dining Table,Furniture,2025-09-09 00:00:00+00:00,4600.0,good,allocated
VH-CO-A22-0005,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CO-A22-0004,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CO-A22-0003,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CO-A22-0002,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CO-A22-0001,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CT-A22-0001,,,Center Table,Center Table,Furniture,2025-08-02 00:00:00+00:00,1450.0,good,allocated
VH-AC-A22-0001,,,Hitachi AC I/O 1.0T 3FS SENPAI RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30 00:00:00+00:00,31500.0,good,allocated
VH-AL-A22-0001,,,,ACCL Device,Electrical Systems,2025-07-22 00:00:00+00:00,8840.0,good,allocated
VH-WH-A12-0003,Not Availble,Venus,3P30,Water Heater,Electrical Systems,,,good,allocated
VH-WH-A12-0002,,,,Water Heater,Electrical Systems,,,good,allocated
VH-WH-A12-0001,19070038603635,Venus,3P30,Water Heater,Electrical Systems,,,good,allocated
VH-WM-A12-0001,04KT5PBY401795N,Samsung,WA70A4002GS/2025,Washing Machine,Appliances,2025-07-29 00:00:00+00:00,15290.0,good,allocated
VH-WD-A12-0005,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A12-0004,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A12-0003,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A12-0002,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A12-0001,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-TV-A12-0001,,,,TV,Electrical Systems,,,good,allocated
VH-ST-A12-0005,,,,Study Table,Furniture,,,good,allocated
VH-ST-A12-0004,,,,Study Table,Furniture,,,good,allocated
VH-ST-A12-0003,,,Study Table 3x6,Study Table,Furniture,2025-08-02 00:00:00+00:00,3150.0,good,allocated
VH-ST-A12-0002,,,Study Table 3x6,Study Table,Furniture,2025-08-02 00:00:00+00:00,3150.0,good,allocated
VH-ST-A12-0001,,,Study Table 3x6,Study Table,Furniture,2025-08-02 00:00:00+00:00,3150.0,good,allocated
VH-SF-A12-0001,,,Marvel Sofa,Sofa,Furniture,2025-08-04 00:00:00+00:00,7800.0,good,allocated
VH-RO-A12-0001,,Aqua Mars,,RO Water Purifier,Kitchen & Dining,2025-07-31 00:00:00+00:00,7000.0,new,allocated
VH-RF-A12-0001,,Samsung,RR20C1724CU/HL/2025,Refrigerator,Appliances,2025-07-29 00:00:00+00:00,15290.0,good,allocated
VH-MW-A12-0001,256PULCTEU04342,Panasonic,NN-ST26JMFDG,Microwave Oven,Appliances,2025-09-07 00:00:00+00:00,5740.0,good,allocated
VH-MA-A12-0005,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,new,allocated
VH-MA-A12-0004,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,new,allocated
VH-MA-A12-0003,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,new,allocated
VH-MA-A12-0002,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,good,allocated
VH-MA-A12-0001,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,new,allocated
VH-IS-A12-0001,MB50204B25003066,Judge,Optima Plus,Induction Stove,Appliances,2025-08-08 00:00:00+00:00,1890.0,good,allocated
VH-FN-A12-0004,,,,Fan,Electrical Systems,,,good,allocated
VH-FN-A12-0003,,,,Fan,Electrical Systems,,,good,allocated
VH-FN-A12-0002,,,,Fan,Electrical Systems,,,good,allocated
VH-FN-A12-0001,,,,Fan,Electrical Systems,,,good,allocated
VH-DT-A12-0001,,,Dining Table,Dining Table,Furniture,2025-09-09 00:00:00+00:00,4600.0,good,allocated
VH-CB-A12-0005,,,,Cupboard,Furniture,,,good,allocated
VH-CB-A12-0004,,,,Cupboard,Furniture,,,good,allocated
VH-CB-A12-0003,,,,Cupboard,Furniture,,,good,allocated
VH-CB-A12-0002,,,,Cupboard,Furniture,,,good,allocated
VH-CB-A12-0001,,,,Cupboard,Furniture,,,good,allocated
VH-CO-A12-0005,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CO-A12-0004,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CO-A12-0003,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CO-A12-0002,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CO-A12-0001,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,good,allocated
VH-CH-A12-0003,,,,Chair,Furniture,,,good,allocated
VH-CH-A12-0002,,,,Chair,Furniture,,,good,allocated
VH-CH-A12-0001,,,,Chair,Furniture,,,good,allocated
VH-CT-A12-0001,,,Center Table,Center Table,Furniture,2025-08-02 00:00:00+00:00,1450.0,good,allocated
VH-AC-A12-0003,SEB0A49H681,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30 00:00:00+00:00,31500.0,good,allocated
VH-AC-A12-0002,SEB0A74N616,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30 00:00:00+00:00,31500.0,good,allocated
VH-AC-A12-0001,SEA0Q606M31,Hitachi,RAS.B312PCA1BA1,Air Conditioner,Appliances,2025-07-30 00:00:00+00:00,31500.0,good,allocated
VH-AL-A12-0001,,,,ACCL Device,Electrical Systems,2025-07-22 00:00:00+00:00,8840.0,good,allocated
VH-WH-A11-0002,19090038606687,Venus,3P30,Water Heater,Electrical Systems,,,new,allocated
VH-WH-A11-0001,19090038606690,Venus,3P30,Water Heater,Electrical Systems,,,new,allocated
VH-WM-A11-0001,,Samsung,WA70A4002GS/2025,Washing Machine,Appliances,2025-07-29 00:00:00+00:00,15290.0,new,allocated
VH-WD-A11-0004,,,Single Door Wardrobe With Mirror,Wardrobe,Furniture,2025-06-17 00:00:00+00:00,4194.92,good,allocated
VH-WD-A11-0003,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A11-0002,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-WD-A11-0001,,,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02 00:00:00+00:00,4800.0,good,allocated
VH-SS-A12-0001,,,,Shoe Stand,Furniture,,,good,allocated
VH-ST-A11-0005,,,,Study Table,Furniture,,,new,allocated
VH-ST-A11-0004,,,,Study Table,Furniture,,,new,allocated
VH-ST-A11-0003,,,Study Table 3x6,Study Table,Furniture,2025-08-02 00:00:00+00:00,3150.0,good,allocated
VH-ST-A11-0002,,,Study Table 3x6,Study Table,Furniture,2025-08-02 00:00:00+00:00,3150.0,good,allocated
VH-ST-A11-0001,,,Study Table 3x6,Study Table,Furniture,2025-08-02 00:00:00+00:00,3150.0,new,allocated
VH-SF-A11-0001,,,Marvel Sofa,Sofa,Furniture,2025-08-04 00:00:00+00:00,7800.0,new,allocated
VH-RO-A11-0001,,Aqua Mars,,RO Water Purifier,Kitchen & Dining,2025-07-31 00:00:00+00:00,7000.0,new,allocated
VH-RF-A11-0001,,Samsung,RR20C1724CU/HL/2025,Refrigerator,Appliances,2025-07-29 00:00:00+00:00,15290.0,new,allocated
VH-MW-A11-0001,255PULCTFU02851,Panasonic,NN-SM25JBFDG,Microwave Oven,Appliances,2025-07-29 00:00:00+00:00,6289.0,new,allocated
VH-MA-A11-0005,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,new,allocated
VH-MA-A11-0004,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,new,allocated
VH-MA-A11-0003,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,new,allocated
VH-MA-A11-0002,,,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,new,allocated
VH-MA-A11-0001,,,Duroflex LIVE2IN1172003600GREYFP Coir,Mattress,Furniture,2025-08-05 00:00:00+00:00,4599.65,new,allocated
VH-IS-A11-0001,MB41134F25042085,Prestige,,Induction Stove,Appliances,2025-08-13 00:00:00+00:00,1890.0,new,allocated
VH-FN-A11-0004,,,,Fan,Electrical Systems,,,new,allocated
VH-FN-A11-0003,,,,Fan,Electrical Systems,,,new,allocated
VH-FN-A11-0002,,,,Fan,Electrical Systems,,,new,allocated
VH-FN-A11-0001,,,,Fan,Electrical Systems,,,new,allocated
VH-DT-A11-0001,,,Dining Table,Dining Table,Furniture,2025-09-09 00:00:00+00:00,4600.0,new,allocated
VH-CB-A11-0003,,,,Cupboard,Furniture,,,new,allocated
VH-CB-A11-0002,,,,Cupboard,Furniture,,,new,allocated
VH-CB-A11-0001,,,,Cupboard,Furniture,,,new,allocated
VH-CO-A11-0005,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,new,allocated
VH-CO-A11-0004,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,new,allocated
VH-CO-A11-0003,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,new,allocated
VH-CO-A11-0002,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,new,allocated
VH-CO-A11-0001,,,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02 00:00:00+00:00,6950.0,new,allocated
VH-CH-A11-0005,,,,Chair,Furniture,,,new,allocated
VH-CH-A11-0004,,,,Chair,Furniture,,,new,allocated
VH-CH-A11-0003,,,,Chair,Furniture,,,new,allocated
VH-CH-A11-0002,,,,Chair,Furniture,,,new,allocated
VH-CH-A11-0001,,,,Chair,Furniture,,,new,allocated
VH-CT-A11-0001,,,Center Table,Center Table,Furniture,2025-08-02 00:00:00+00:00,1450.0,good,allocated
VH-AC-A11-0003,SEB0AZ52944,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30 00:00:00+00:00,31500.0,new,allocated
VH-AC-A11-0002,SEB0CY98738,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30 00:00:00+00:00,31500.0,new,allocated
VH-AC-A11-0001,SEB0C2745U3,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30 00:00:00+00:00,31500.0,new,allocated
